Survived,PassengerId
0.2,892
0.4666666666666667,893
0.03333333333333333,894
0.3333333333333333,895
0.6,896
0.13333333333333333,897
0.36666666666666664,898
0.06666666666666667,899
0.9,900
0.03333333333333333,901
0.0,902
0.06666666666666667,903
0.9666666666666667,904
0.0,905
0.9,906
0.9333333333333333,907
0.016666666666666666,908
0.6666666666666666,909
0.4666666666666667,910
0.3333333333333333,911
0.16666666666666666,912
0.4666666666666667,913
0.9,914
0.26666666666666666,915
0.9,916
0.0,917
1.0,918
0.6,919
0.5,920
0.0,921
0.0,922
0.6,923
0.8,924
0.36666666666666664,925
0.6,926
0.0,927
0.03333333333333333,928
0.23333333333333334,929
0.5,930
0.45222222222222214,931
0.10277777777777777,932
0.2,933
0.31666666666666665,934
1.0,935
1.0,936
0.26666666666666666,937
0.5666666666666667,938
0.11371933621933622,939
0.9666666666666667,940
0.6333333333333333,941
0.7333333333333333,942
0.06666666666666667,943
0.8666666666666667,944
0.9666666666666667,945
0.0,946
0.13333333333333333,947
0.0,948
0.3333333333333333,949
0.0,950
0.9333333333333333,951
0.1,952
0.0,953
0.1,954
0.7,955
0.6666666666666666,956
0.9,957
0.8666666666666667,958
0.16666666666666666,959
0.4666666666666667,960
0.8333333333333334,961
0.7666666666666667,962
0.0,963
0.3333333333333333,964
0.1,965
0.9333333333333333,966
0.5,967
0.03333333333333333,968
0.7666666666666667,969
0.36666666666666664,970
0.7666666666666667,971
0.8,972
0.23333333333333334,973
0.0,974
0.0,975
0.2,976
0.5333333333333333,977
0.5,978
0.5333333333333333,979
1.0,980
0.36666666666666664,981
0.43333333333333335,982
0.5028174603174603,983
1.0,984
0.03333333333333333,985
0.2,986
0.6333333333333333,987
0.9666666666666667,988
0.6944444444444445,989
0.8,990
0.0,991
1.0,992
0.2,993
0.11371933621933622,994
0.2861111111111111,995
0.8,996
0.06666666666666667,997
0.03333333333333333,998
0.11371933621933622,999
0.23333333333333334,1000
0.5333333333333333,1001
0.09722222222222222,1002
0.9666666666666667,1003
0.9666666666666667,1004
0.8333333333333334,1005
0.9666666666666667,1006
0.03333333333333333,1007
0.0,1008
0.6333333333333333,1009
0.3333333333333333,1010
0.9333333333333333,1011
0.3333333333333333,1012
0.11371933621933622,1013
0.9666666666666667,1014
0.0,1015
0.11371933621933622,1016
0.26666666666666666,1017
0.23333333333333334,1018
0.9333333333333333,1019
0.26555555555555554,1020
0.0,1021
0.0,1022
0.26666666666666666,1023
0.16666666666666666,1024
0.0,1025
0.23333333333333334,1026
0.0,1027
0.2,1028
0.0,1029
0.16666666666666666,1030
0.03333333333333333,1031
0.6333333333333333,1032
0.9666666666666667,1033
0.1,1034
0.23333333333333334,1035
0.6666666666666666,1036
0.1,1037
0.0,1038
0.0,1039
0.7,1040
0.2,1041
0.9666666666666667,1042
0.0,1043
0.0,1044
0.6333333333333333,1045
0.16666666666666666,1046
0.0,1047
0.9666666666666667,1048
0.36666666666666664,1049
0.23333333333333334,1050
0.7333333333333333,1051
1.0,1052
0.8,1053
0.9666666666666667,1054
0.06666666666666667,1055
0.26,1056
0.7333333333333333,1057
0.16666666666666666,1058
0.26666666666666666,1059
0.8,1060
0.1,1061
0.0,1062
0.2,1063
0.0,1064
0.10134920634920634,1065
0.03333333333333333,1066
0.8333333333333334,1067
0.8666666666666667,1068
0.4,1069
0.9333333333333333,1070
0.9666666666666667,1071
0.36666666666666664,1072
0.3333333333333333,1073
0.9666666666666667,1074
0.11371933621933622,1075
0.9666666666666667,1076
0.12388888888888888,1077
0.7,1078
0.8055555555555556,1079
0.5333333333333333,1080
0.32833333333333337,1081
0.03333333333333333,1082
0.16666666666666666,1083
0.7,1084
0.0,1085
0.23333333333333334,1086
0.23333333333333334,1087
0.7333333333333333,1088
0.43333333333333335,1089
0.0,1090
0.03333333333333333,1091
0.9666666666666667,1092
0.9666666666666667,1093
0.26666666666666666,1094
0.6333333333333333,1095
0.3,1096
0.06666666666666667,1097
0.13333333333333333,1098
0.06666666666666667,1099
0.9333333333333333,1100
0.06666666666666667,1101
0.0,1102
0.0,1103
0.0,1104
0.6333333333333333,1105
0.3333333333333333,1106
0.03333333333333333,1107
1.0,1108
0.3,1109
1.0,1110
0.03333333333333333,1111
0.9666666666666667,1112
0.0,1113
0.8333333333333334,1114
0.43333333333333335,1115
0.7,1116
0.3333333333333333,1117
0.2,1118
1.0,1119
0.14055555555555557,1120
0.05,1121
0.1,1122
0.9666666666666667,1123
0.13333333333333333,1124
0.03333333333333333,1125
0.4,1126
0.0,1127
0.3333333333333333,1128
0.5,1129
0.6666666666666666,1130
1.0,1131
0.7,1132
0.7666666666666667,1133
0.2,1134
0.0,1135
0.1,1136
0.3333333333333333,1137
0.36666666666666664,1138
0.1,1139
0.9333333333333333,1140
0.2,1141
0.7666666666666667,1142
0.0,1143
0.23333333333333334,1144
0.06666666666666667,1145
0.13333333333333333,1146
0.0,1147
0.11371933621933622,1148
0.0,1149
0.43333333333333335,1150
0.0,1151
0.13333333333333333,1152
0.0,1153
0.8,1154
0.9,1155
0.36666666666666664,1156
0.0,1157
0.03333333333333333,1158
0.0,1159
0.03333333333333333,1160
0.03333333333333333,1161
0.7333333333333333,1162
0.11371933621933622,1163
1.0,1164
0.9666666666666667,1165
0.0,1166
0.9333333333333333,1167
0.06666666666666667,1168
0.03333333333333333,1169
0.2,1170
0.0,1171
0.16666666666666666,1172
0.9333333333333333,1173
1.0,1174
0.06666666666666667,1175
0.43333333333333335,1176
0.0,1177
0.014285714285714285,1178
0.5333333333333333,1179
0.05,1180
0.03333333333333333,1181
0.1,1182
0.43333333333333335,1183
0.10134920634920634,1184
0.13333333333333333,1185
0.13333333333333333,1186
0.0,1187
0.6666666666666666,1188
0.0,1189
0.3333333333333333,1190
0.4,1191
0.10833333333333334,1192
0.16666666666666666,1193
0.1,1194
0.1,1195
1.0,1196
0.9333333333333333,1197
0.23333333333333334,1198
0.8333333333333334,1199
0.06666666666666667,1200
0.6,1201
0.2,1202
0.5333333333333333,1203
0.0,1204
0.16666666666666666,1205
1.0,1206
0.8,1207
0.26666666666666666,1208
0.11611111111111111,1209
0.03333333333333333,1210
0.3333333333333333,1211
0.2861111111111111,1212
0.3416666666666667,1213
0.6666666666666666,1214
0.8333333333333334,1215
0.9,1216
0.1,1217
1.0,1218
0.36666666666666664,1219
0.4666666666666667,1220
0.0,1221
0.8333333333333334,1222
0.6666666666666666,1223
0.0,1224
0.3,1225
0.36666666666666664,1226
0.6666666666666666,1227
0.0,1228
0.0,1229
0.6666666666666666,1230
0.10134920634920634,1231
0.42944444444444446,1232
0.03333333333333333,1233
0.0,1234
1.0,1235
0.6333333333333333,1236
0.9,1237
0.0,1238
0.43333333333333335,1239
0.06666666666666667,1240
0.7,1241
1.0,1242
0.3,1243
0.0,1244
0.06666666666666667,1245
0.5666666666666667,1246
0.5333333333333333,1247
1.0,1248
0.03333333333333333,1249
0.11371933621933622,1250
0.4666666666666667,1251
0.13333333333333333,1252
0.9333333333333333,1253
0.7,1254
0.3333333333333333,1255
1.0,1256
0.13333333333333333,1257
0.5333333333333333,1258
0.9666666666666667,1259
0.9666666666666667,1260
0.43333333333333335,1261
0.0,1262
1.0,1263
0.16666666666666666,1264
0.07777777777777778,1265
0.9666666666666667,1266
0.9333333333333333,1267
0.06666666666666667,1268
0.0,1269
0.36666666666666664,1270
0.26666666666666666,1271
0.11371933621933622,1272
0.03333333333333333,1273
0.16666666666666666,1274
0.13333333333333333,1275
0.6666666666666666,1276
0.9333333333333333,1277
0.03333333333333333,1278
0.01111111111111111,1279
0.13333333333333333,1280
0.3,1281
0.6,1282
0.8,1283
0.13333333333333333,1284
0.0,1285
0.03333333333333333,1286
0.9666666666666667,1287
0.0,1288
0.9666666666666667,1289
0.03333333333333333,1290
0.03333333333333333,1291
0.9,1292
0.03333333333333333,1293
0.9333333333333333,1294
0.2,1295
0.03333333333333333,1296
0.5666666666666667,1297
0.0,1298
0.1,1299
1.0,1300
0.9666666666666667,1301
1.0,1302
1.0,1303
0.1,1304
0.03333333333333333,1305
1.0,1306
0.0,1307
0.03333333333333333,1308
0.1,1309
